time,user_id,product_id,belong_cate_lvl1_id,belong_cate_lvl2_id,belong_cate_lvl3_id,belong_cate_lvl1_name,belong_cate_lvl2_name,belong_cate_lvl3_name,href
2016-03-31 00:44:56,4E96CFF03E4C10C5A8F9F492D5328681,2930744,1686,1788,1789,Giày dép,Giày thể thao chuyên dụng,Giày thể thao nam,https://www.sendo.vn/san-pham/sa448-mau-moi-giay-the-thao-phoi-mau-3-soc-2930744/
2016-03-31 00:45:00,FC978817BE815BDC02AE64B5AE5D416E,2727012,8,26,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://www.sendo.vn/san-pham/hinh-that-hang-that-dam-hoa-xo-e-phong-cach-co-dien-vintage-rm012-2727012/
2016-03-31 00:45:04,BCFF7428655CC1C5F376F85D9CD95939,1147721,604,607,636,Không gian sống,"Quà tặng, hàng thủ công",Bật lửa,https://www.sendo.vn/san-pham/bat-lua-dupont-long-phung-1147721/
2016-03-31 00:45:11,8ADBABEEF6977D2193340FCEC86B6FDD,2117238,94,1666,1667,Thời trang nam,Áo sơ mi nam,Sơ mi tay dài,https://www.sendo.vn/san-pham/ao-so-mi-nam-f348-2117238/
2016-03-31 00:45:22,8ADBABEEF6977D2193340FCEC86B6FDD,2462143,94,1666,1667,Thời trang nam,Áo sơ mi nam,Sơ mi tay dài,https://www.sendo.vn/san-pham/ao-so-mi-nam-f860-2462143/
2016-03-31 00:45:28,CD0324CAAE064A41B564B5078526094C,2590301,1722,1725,1743,Túi xách,"Ví, bóp nữ","Ví, bóp tiền nữ",https://www.sendo.vn/san-pham/vi-burberry-giam-gia-cuoi-nam-vt042-2590301/
2016-03-31 00:45:29,F2E47B42027F4849CCE570489584C244,2402538,1686,1689,1784,Giày dép,Giày nam,Giày sneaker nam,https://www.sendo.vn/san-pham/giay-vai-nam-nhap-khau-gv04-2402538/
2016-03-31 00:45:39,7A6CE59EDD15280B6A74A58BA83619BC,2095291,1686,1687,1696,Giày dép,Giày nữ,Giày Oxford nữ,https://www.sendo.vn/san-pham/free-ship-xs0204-giay-the-thao-nu-phong-cach-han-quoc-mau-moi-2015-2095291/?utm_source=facebook&utm_medium=cpc&utm_content=2095291&utm_campaign=dpa_sendo_thoitrangnu_giaydepnu_giaythethao
2016-03-31 00:45:39,CFB8BEFB5D4A5F351D6FCD498B761D5D,2775252,1686,1689,1707,Giày dép,Giày nam,Giày tây,https://www.sendo.vn/san-pham/ma-dn3002-giay-nam-phong-cach-2775252/
2016-03-31 00:45:46,BCFF7428655CC1C5F376F85D9CD95939,1983209,604,607,636,Không gian sống,"Quà tặng, hàng thủ công",Bật lửa,https://www.sendo.vn/san-pham/bat-lua-nanh-cop-1983209/
